t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
1.822646,3.6680,0.5750,3.6280,14.56,move_early
1.826494,3.8480,0.5530,3.7690,14.59,move_early
1.830061,3.5670,0.5420,3.4490,14.62,move_early
1.833780,3.7190,0.7180,3.6470,14.65,move_early
1.837372,3.5920,0.5540,3.4670,14.68,move_early
1.841076,3.7040,0.5540,3.6370,14.71,move_early
1.848540,7.4640,0.5940,3.6010,14.74,move_early
1.854109,5.5690,0.5740,3.4370,14.77,move_early
1.857583,3.4740,0.7130,3.4280,14.80,move_early
1.861099,3.5160,0.6160,3.7590,14.84,move_early
1.864461,3.3620,0.5410,3.4300,14.87,move_early
1.868144,3.6830,0.5580,3.6450,14.90,move_early
1.871649,3.5050,0.5480,3.4050,14.94,move_early
1.875319,3.6700,0.5560,3.6060,14.97,move_early
1.878805,3.4860,0.5430,3.4220,15.00,move_early
1.890423,11.6180,0.6270,3.5790,15.02,move_early
1.893433,3.0100,0.5860,3.4320,15.06,move_early
1.897187,3.7540,0.5510,3.6410,15.09,move_early
1.901005,3.8180,0.5900,3.6360,15.12,move_early
1.904498,3.4930,0.5820,3.3850,15.16,move_early
1.908088,3.5900,0.5690,3.5770,15.19,move_early
