t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
4.848431,12.0440,1.0940,3.2170,193.12,move_early
4.867115,18.6840,0.8690,3.2300,193.73,move_early
4.883268,16.1530,0.7920,3.0690,194.39,move_early
4.898290,15.0220,0.8830,3.0740,195.06,move_early
4.916868,18.5780,0.8140,3.0620,195.71,move_early
4.937514,20.6460,0.8950,3.2230,196.37,move_early
4.950748,13.2340,0.7580,3.0530,197.04,move_early
4.969784,19.0360,0.7320,3.0340,197.71,move_early
4.982365,12.5810,0.8800,3.0410,198.37,move_early
4.994774,12.4090,0.8280,3.0240,199.04,move_early
5.015243,20.4690,0.7290,3.2230,199.65,move_early
5.027004,11.7610,0.5820,3.0680,200.32,move_early
5.038225,11.2210,0.6450,3.0510,200.93,move_early
5.047479,9.2540,0.5650,3.0250,201.54,move_early
5.066008,18.5290,0.5890,3.2030,201.89,move_early
5.081971,15.9630,0.6140,3.0560,202.50,move_early
5.144507,62.5360,0.7810,3.3830,203.12,move_early
5.205046,60.5390,0.9460,3.0350,205.61,move_early
5.223040,17.9940,0.9490,3.0570,208.01,move_early
5.241216,18.1760,0.9660,5.0230,208.68,move_early
5.253304,12.0880,0.6660,3.0530,209.45,move_early
5.316443,63.1390,0.7110,3.0240,209.89,move_early
5.329295,12.8520,0.7380,3.8100,212.46,move_early
5.345187,15.8920,0.9730,3.7960,213.23,move_early
5.359575,14.3880,0.7960,5.0830,213.92,move_early
5.375334,15.7590,0.7650,3.5340,214.14,move_early
5.384938,9.6040,0.6890,3.5410,214.81,move_early
5.444677,59.7390,0.7200,3.0540,215.47,move_early
5.469712,25.0350,0.5990,3.4530,217.58,move_early
5.488297,18.5850,0.9400,3.0560,218.60,move_early
5.502390,14.0930,1.0940,3.5400,219.65,move_early
5.518856,16.4660,0.7850,3.0570,220.21,move_early
5.531872,13.0160,0.9050,3.4490,220.87,move_early
5.541914,10.0420,0.8380,4.8030,221.36,move_early
5.562768,20.8540,0.7020,3.9040,221.76,move_early
