t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
0.927868,3.0310,0.5760,2.9350,37.31,move_early
0.931105,3.2370,0.5520,2.9500,37.44,move_early
0.934147,3.0420,0.5810,2.8950,37.58,move_early
0.937682,3.5350,0.5480,3.2920,37.71,move_early
0.940716,3.0340,0.6780,2.9080,37.84,move_early
0.944346,3.6300,0.5770,3.2680,37.98,move_early
0.947281,2.9350,0.7530,2.9270,38.11,move_early
0.950707,3.4260,0.5920,3.2630,38.24,move_early
0.955700,4.9930,1.0070,2.9300,38.38,move_early
0.958988,3.2880,0.5740,2.9810,38.51,move_early
0.962137,3.1490,0.5650,2.9110,38.64,move_early
0.970803,8.6660,0.5590,4.4180,38.78,move_early
0.974603,3.8000,0.7800,2.9120,38.91,move_early
0.978178,3.5750,0.6120,2.9380,39.06,move_early
0.981194,3.0160,0.6100,3.4210,39.21,move_early
0.985314,4.1200,0.5950,3.2140,39.35,move_early
0.988269,2.9550,0.7420,2.9000,39.49,move_early
0.992368,4.0990,0.6220,4.1230,39.64,move_early
0.995651,3.2830,0.6720,2.9250,39.78,move_early
1.000754,5.1030,0.5570,4.1590,39.93,move_early
1.004889,4.1350,0.5800,2.8890,40.08,move_early
1.009678,4.7890,0.6730,5.5900,40.23,move_early
1.013038,3.3600,0.5610,3.2670,40.38,move_early
1.016270,3.2320,0.5870,2.8640,40.53,move_early
1.020724,4.4540,0.6980,3.2490,40.67,move_early
1.023742,3.0180,0.7510,2.8960,40.82,move_early
1.026874,3.1320,0.5730,3.1370,40.97,move_early
1.029772,2.8980,0.5540,2.8790,41.12,move_early
1.032882,3.1100,0.5620,2.8980,41.27,move_early
1.035987,3.1050,0.5740,2.8860,41.41,move_early
1.038934,2.9470,0.5750,2.8800,41.54,move_early
1.042266,3.3320,0.5570,2.8780,41.67,move_early
1.045428,3.1620,0.5670,2.8760,41.81,move_early
1.048538,3.1100,0.5650,2.8990,41.94,move_early
1.051477,2.9390,0.5640,2.8830,42.07,move_early
1.054831,3.3540,0.5680,3.2040,42.21,move_early
1.057795,2.9640,0.6090,2.8630,42.34,move_early
1.060769,2.9740,0.6220,2.9140,42.47,move_early
1.067181,6.4120,0.5600,3.6370,42.61,move_early
1.071905,4.7240,0.5940,3.9620,42.76,move_early
1.074754,2.8490,0.7210,2.8930,42.90,move_early
1.082141,7.3870,0.6270,2.9080,43.05,move_early
1.087269,5.1280,0.6000,2.8800,43.20,move_early
1.092517,5.2480,0.6730,2.9290,43.35,move_early
1.125679,33.1620,0.6530,2.8740,43.50,move_early
1.141911,16.2320,0.6910,2.8700,45.17,move_early
1.154562,12.6510,1.2070,2.8490,45.84,move_early
1.190404,35.8420,0.9840,3.7970,46.50,move_early
1.201986,11.5820,1.0920,4.5940,47.43,move_early
1.243169,41.1830,1.3110,2.8540,48.10,move_early
1.274001,30.8320,0.7450,2.8440,49.53,move_early
1.293379,19.3780,1.1040,2.8740,50.78,move_early
1.306816,13.4370,1.2740,2.8540,51.78,move_early
1.319932,13.1160,1.0690,3.1100,52.70,move_early
1.337764,17.8320,0.7520,2.7960,53.22,move_early
1.355200,17.4360,0.7540,2.8010,53.97,move_early
1.372553,17.3530,0.8970,4.2590,54.65,move_early
1.386375,13.8220,0.8610,2.7740,55.34,move_early
1.403780,17.4050,0.8790,4.0200,55.88,move_early
1.418409,14.6290,0.7590,2.7620,56.58,move_early
1.441421,23.0120,0.8610,2.8080,57.17,move_early
1.456195,14.7740,0.8510,2.7690,57.91,move_early
1.469617,13.4220,0.9460,2.7650,58.65,move_early
1.485302,15.6850,0.7820,2.7630,59.21,move_early
1.495053,9.7510,0.7410,2.7600,59.84,move_early
1.504370,9.3170,0.7370,3.9860,60.22,move_early
1.513900,9.5300,0.6940,2.7560,60.59,move_early
1.523170,9.2700,0.7110,2.8510,60.97,move_early
1.542307,19.1370,0.6880,3.3930,61.34,move_early
1.554040,11.7330,0.6870,2.8200,61.84,move_early
1.566364,12.3240,0.8440,3.5580,62.28,move_early
1.607398,41.0340,0.8430,4.0630,62.72,move_early
1.620706,13.3080,0.9070,4.0460,64.08,move_early
1.637057,16.3510,0.9710,2.8550,64.74,move_early
1.648875,11.8180,1.1240,3.1350,65.41,move_early
1.661927,13.0520,0.8480,2.7450,66.08,move_early
1.671984,10.0570,0.7690,2.7440,66.74,move_early
1.694093,22.1090,0.8020,2.7570,67.30,move_early
1.706613,12.5200,0.7280,2.7670,67.97,move_early
1.717818,11.2050,0.7600,4.5680,68.64,move_early
1.735195,17.3770,0.6730,2.7280,69.13,move_early
1.746346,11.1510,0.6880,2.7420,69.74,move_early
1.758018,11.6720,0.8100,3.9910,70.28,move_early
1.796436,38.4180,0.7990,2.7360,70.74,move_early
1.823561,27.1250,0.7470,3.9110,71.63,move_early
1.841923,18.3620,0.9470,2.7700,72.71,move_early
1.855598,13.6750,0.8870,2.7350,73.48,move_early
1.867457,11.8590,1.0810,2.7500,74.15,move_early
1.877689,10.2320,0.7940,3.8310,74.81,move_early
1.891109,13.4200,0.7280,3.9720,75.48,move_early
1.901441,10.3320,0.6570,2.7700,76.06,move_early
1.914664,13.2230,0.6550,2.7290,76.47,move_early
1.924513,9.8490,0.6510,5.1320,76.99,move_early
1.933912,9.3990,0.6170,2.7150,77.39,move_early
1.944340,10.4280,0.5990,3.2880,77.77,move_early
1.976905,32.5650,0.6210,2.7200,78.18,move_early
1.988380,11.4750,0.6650,2.7250,78.86,move_early
2.005092,16.7120,1.0810,2.7200,79.36,move_early
2.015365,10.2730,2.0250,3.0490,79.98,move_early
2.030651,15.2860,0.7750,2.7030,80.49,move_early
2.040987,10.3360,0.6770,4.5300,81.01,move_early
2.051086,10.0990,0.7690,2.7150,81.53,move_early
2.065527,14.4410,0.6860,2.7010,82.05,move_early
2.078437,12.9100,0.6880,3.2980,82.50,move_early
2.084180,5.7430,0.7740,2.6890,83.02,move_early
2.088523,4.3430,0.8700,3.2730,83.52,move_early
2.092753,4.2300,0.6810,3.9930,83.96,move_early
2.097094,4.3410,0.7510,2.7260,84.14,move_early
2.100612,3.5180,0.9790,3.2730,84.30,move_early
2.105652,5.0400,0.6460,5.0650,84.46,move_early
2.116571,10.9190,0.5990,2.7260,84.63,move_early
2.164375,47.8040,0.6160,4.5310,84.85,move_early
2.181458,17.0830,0.6220,2.7010,86.50,move_early
2.202614,21.1560,0.9360,2.7060,87.41,move_early
2.216529,13.9150,0.8830,4.8710,88.20,move_early
2.228744,12.2150,0.8310,4.4850,89.08,move_early
2.242381,13.6370,0.7500,3.9780,89.57,move_early
2.255956,13.5750,0.6920,2.7010,90.11,move_early
2.266165,10.2090,0.6760,2.6950,90.66,move_early
2.276543,10.3780,0.6540,2.7230,91.06,move_early
2.286824,10.2810,0.6510,3.2780,91.48,move_early
2.296213,9.3890,0.6130,2.6790,91.89,move_early
2.300829,4.6160,0.6630,4.4990,92.28,move_early
2.309767,8.9380,0.7550,2.6740,92.44,move_early
2.314859,5.0920,0.5450,4.4790,92.77,move_early
2.319609,4.7500,0.6010,4.1080,93.00,move_early
2.325815,6.2060,0.6280,4.4800,93.19,move_early
2.335745,9.9300,0.5730,2.6910,93.44,move_early
2.366742,30.9970,0.5910,2.6950,93.84,move_early
2.380633,13.8910,0.6430,4.4930,94.46,move_early
2.390542,9.9090,0.8700,2.6570,95.00,move_early
2.400967,10.4250,0.7870,3.5700,95.38,move_early
2.410472,9.5050,0.6870,3.0690,95.80,move_early
2.421107,10.6350,0.7710,2.6940,96.17,move_early
2.438865,17.7580,0.6150,4.4880,96.60,move_early
2.453823,14.9580,0.7220,2.6990,97.32,move_early
2.494242,40.4190,0.8890,3.2160,97.91,move_early
